NOME_PRODUTO,URL,CATEGORIA,PORCAO (g),CARBOIDRATOS (g),PROTEINAS (g),GORDURAS_TOTAIS (g),GORDURAS_SATURADAS (g),FIBRAS (g),SODIO (mg),CALORIAS (kcal),ACUCARES (g)
Steak recheado 100g,https://www.perdigao.com.br/produtos/empanados/todos-os-empanados/steak-recheado-100g/,Categoria não identificada,100,9,13,17,5,1.2,650,0,0
